species,order,common_name,invasivness,interdigitation,Reference link url,,,,,
Kerodon_rupestris,Rodentia,rock_cavy,Hemochorial,Labyrinthine,,,,,,
Lagostomus_maximus,Rodentia,plains_viscacha,Hemochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D33,,,,,
Lemmus_lemmus,Rodentia,Norway_lemming,Hemochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D37,,,,,
Marmota_flaviventris,Rodentia,yellow-bellied_marmot,Hemochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D106,,,,,
Marmota_monax,Rodentia,groundhog,Hemochorial,Labyrinthine,,,,,,
Mastomys_natalensis,Rodentia,Natal_multimammate mouse,Hemochorial,Labyrinthine,,,,,,
Meriones_shawi,Rodentia,Shaw's_jird,Hemochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D81,,,,,
Meriones_unguiculatus,Rodentia,Mongolian_gerbil,Hemochorial,Labyrinthine,,,,,,
Mesocricetus_auratus,Rodentia,golden_hamster,Hemochorial,Labyrinthine,,,,,,
Microdipodops_megacephalus,Rodentia,dark_kangaroo mouse,Endotheliochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D63,,,,,
Microtus_xanthognathus,Rodentia,taiga_vole,Hemochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D36,,,,,
Mus_musculus,Rodentia,house_mouse,Hemochorial,Labyrinthine,,,,,,
Myodes_glareolus,Rodentia,bank_vole,Hemochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D40,,,,,
Myodes_rutilus,Rodentia,northern_red-backed vole,Hemochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D39,,,,,
Myoprocta_pratti,Rodentia,green_acouchi,Hemochorial,Villous,https://onlinelibrary.wiley.com/doi/pdf/10.1002/jez.a.10292,,,,,
Neotoma_albigula,Rodentia,white-throated_woodrat,Hemochorial,Labyrinthine,,,,,,
Neotoma_floridana,Rodentia,eastern_woodrat,Hemochorial,Labyrinthine,,,,,,
Neotoma_fuscipes,Rodentia,dusky-footed_woodrat,Hemochorial,Labyrinthine,,,,,,
Neotoma_lepida,Rodentia,desert_woodrat,Hemochorial,Labyrinthine,,,,,,
Octodon_degus,Rodentia,common_degu,Hemochorial,Labyrinthine,http://placentation.ucsd.edu/degu.htm,,,,,
Ondatra_zibethicus,Rodentia,muskrat,Hemochorial,Labyrinthine,http://placentation.ucsd.edu/muskratfs.htm,,,,,
Otospermophilus_beecheyi,Rodentia,California_ground squirrel,Hemochorial,Labyrinthine,,,,,,
Paraxerus_cepapi,Rodentia,Smith's_bush squirrel,Hemochorial,Labyrinthine,http://www.vivo.colostate.edu/hbooks/pathphys/reprod/placenta/structure.html,,,,,
Pedetes_capensis,Rodentia,South_African springhare,Hemochorial,Labyrinthine,,,,,,
Perognathus_parvus,Rodentia,Great_Basin pocket mouse,Hemochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D62,,,,,
Peromyscus_eremicus,Rodentia,cactus_mouse,Hemochorial,Labyrinthine,,,,,,
Peromyscus_leucopus,Rodentia,white-footed_mouse,Hemochorial,Labyrinthine,,,,,,
Peromyscus_maniculatus,Rodentia,deer_mouse,Hemochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D35,,,,,
Peromyscus_polionotus,Rodentia,oldfield_mouse,Hemochorial,Labyrinthine,,,,,,
Petromns_typicus,Rodentia,dassie_rat,Hemochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D88,,,,,
Phodopus_campbelli,Rodentia,Campbell's_dwarf hamster,Hemochorial,Labyrinthine,http://placentation.ucsd.edu/siberianham.htm,,,,,
Phodopus_sungorus,Rodentia,winter_white dwarf hamster,Hemochorial,Labyrinthine,,,,,,
Rattus_norvegicus,Rodentia,brown_rat,Hemochorial,Labyrinthine,,,,,,
Ratufa_affinis,Rodentia,cream-coloured_giant squirrel,Hemochorial,Labyrinthine,,,,,,
Sciurus_carolinensis,Rodentia,Geoffroy's_tamarin,Hemochorial,Labyrinthine,,,,,,
Sciurus_niger,Rodentia,fox_squirrel,Hemochorial,Labyrinthine,,,,,,
Sciurus_vulgaris,Rodentia,red_squirrel,Hemochorial,Labyrinthine,,,,,,
Sekeetamys_calurus,Rodentia,bushy-tailed_jird,Hemochorial,Labyrinthine,,,,,,
Spalax_ehrenbergi,Rodentia,Middle_East blind mole-rat,Hemochorial,Labyrinthine,,,,,,
Spalax_giganteus,Rodentia,giant_mole-rat,Hemochorial,Labyrinthine,,,,,,
Spermophilus_citellus,Rodentia,European_ground squirrel,Hemochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D105,,,,,
Spermophilus_elegans,Rodentia,Wyoming_ground squirrel,Hemochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D104,,,,,
Spermophilus_franklinii,Rodentia,Franklin's_ground squirrel,Hemochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D103,,,,,
Spermophilus_richardsonii,Rodentia,Richardson's_ground squirrel,Hemochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D102,,,,,
Spermophilus_tridecemlineatus,Rodentia,thirteen-lined_ground squirrel,Hemochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D101,,,,,
Sphiggurus_villosus,Rodentia,Paraguaian_hairy dwarf porcupine,Hemochorial,Labyrinthine,,,,,,
Tamias_amoenus,Rodentia,yellow-pine_chipmunk,Hemochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D100,,,,,
Tamias_quadrivittatus,Rodentia,Colorado_chipmunk,Hemochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D99,,,,,
Tamias_striatus,Rodentia,eastern_chipmunk,Hemochorial,Labyrinthine,,,,,,
Tamiasciurus_hudsonicus,Rodentia,American_red squirrel,Hemochorial,Labyrinthine,,,,,,
Thomomys_bottae,Rodentia,Botta's_pocket gopher,Hemochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D60,,,,,
Urocitellus_columbianus,Rodentia,Columbian_ground squirrel,Hemochorial,Labyrinthine,,,,,,
Urocitellus_endemicus,Rodentia,southern_Idaho ground squirrel,Hemochorial,Labyrinthine,,,,,,
Urocitellus_richardsonii,Rodentia,Richardson's_ground squirrel,Hemochorial,Labyrinthine,,,,,,
Xerus_inauris,Rodentia,Cape_ground squirrel,Hemochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D98,,,,,
Zapus_hudsonius,Rodentia,meadow_jumping mouse,Hemochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D52,,,,,
Anathana_ellioti,Scandentia,Madras_treeshrew,Endotheliochorial,Labyrinthine,,,,,,
Dendrogale_murina,Scandentia,northern_smooth-tailed treeshrew,Endotheliochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D133,,,,,
Tupaia_belangeri,Scandentia,northern_treeshrew,Endotheliochorial,Labyrinthine,,,,,,
Tupaia_glis,Scandentia,common_treeshrew,Endotheliochorial,Labyrinthine,,,,,,
Tupaia_gracilis,Scandentia,slender_treeshrew,Endotheliochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D132,,,,,
Tupaia_javanica,Scandentia,Horsfield's_treeshrew,Endotheliochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D131,,,,,
Tupaia_longipes,Scandentia,long-footed_treeshrew,Endotheliochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D130,,,,,
Tupaia_minor,Scandentia,pygmy_treeshrew,Endotheliochorial,Labyrinthine,,,,,,
Tupaia_montana,Scandentia,mountain_treeshrew,Endotheliochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D129,,,,,
Tupaia_palawanensis,Scandentia,Palawan_treeshrew,Endotheliochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D128,,,,,
Tupaia_picta,Scandentia,painted_treeshrew,Endotheliochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D127,,,,,
Tupaia_tana,Scandentia,large_treeshrew,Endotheliochorial,Labyrinthine,https://onlinelibrary.wiley.com/doi/epdf/10.1002/ar.1091320403,,,,,
Urogale_everetti,Scandentia,Mindanao_treeshrew,Endotheliochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D126,,,,,https://genomics.senescence.info/species/entry.php?species=Urogale_everetti&utm_source=chatgpt.com
Trichechus_inunguis,Sirenia,Amazonian_manatee,Endotheliochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D125,,,,,
Trichechus_manatus,Sirenia,West_Indian manatee,Endotheliochorial,Labyrinthine,https://www.semanticscholar.org/paper/Placentation-in-the-Amazonian-manatee-(Trichechus-Carter-Miglino/9dc0558666ba7e53bdf3908a3a907ee06524bca1,,,,,
Hippopotamus_amphibius,Therapsida,hippopotamus,Epitheliochorial,Villous,,,,,,
Orycteropus_afer,Tubulidentata,aardvark,Endotheliochorial,Labyrinthine,http://placentation.ucsd.edu/aard.html,,,,https://animaldiversity.org/accounts/Orycteropus_afer/?utm_source=chatgpt.com,
